SKU	Quantity	SellingVenue
A15782	57	AmazonUS
A15783	30	AmazonUS
A15784	119	AmazonUS
A15785	105	AmazonUS
A15786	33	AmazonUS
A15791	43	AmazonUS
A15792	149	AmazonUS
A15793	77	AmazonUS
A15802	28	AmazonUS
A15803	8	AmazonUS
A15804	42	AmazonUS
A15808	109	AmazonUS
A15815	105	AmazonUS
A15816	93	AmazonUS
A15820	106	AmazonUS
A15821	143	AmazonUS
A15822	41	AmazonUS
A15825	15	AmazonUS
A15828	44	AmazonUS
A15829	57	AmazonUS
A15832	230	AmazonUS
A15833	33	AmazonUS
A15834	63	AmazonUS
A15839	0	AmazonUS
A15840	35	AmazonUS
A15841	44	AmazonUS
A15854	51	AmazonUS
A15862	2	AmazonUS
A15882	0	AmazonUS
A15883	35	AmazonUS
A15893	93	AmazonUS
A15897	25	AmazonUS
A15899	14	AmazonUS
A15904	9	AmazonUS
A15905	22	AmazonUS
A15906	53	AmazonUS
A15909	113	AmazonUS
A15925	11	AmazonUS
A15928	37	AmazonUS
A15931	20	AmazonUS
A15970	0	AmazonUS
A15975	0	AmazonUS
A15977	52	AmazonUS
A15978	38	AmazonUS
A15981	56	AmazonUS
A15982	32	AmazonUS
A15989	11	AmazonUS
A15994	6	AmazonUS
A15996	73	AmazonUS
A15997	60	AmazonUS
A15998	379	AmazonUS
A16024	147	AmazonUS
A16025	214	AmazonUS
A16031	79	AmazonUS
A16032	32	AmazonUS
A16058	225	AmazonUS
A16061	88	AmazonUS
A16062	100	AmazonUS
A16063	0	AmazonUS
A16065	0	AmazonUS
A16067	32	AmazonUS
A16068	87	AmazonUS
A16069	47	AmazonUS
A16070	35	AmazonUS
A16071	77	AmazonUS
A16072	95	AmazonUS
A16073	122	AmazonUS
A16074	34	AmazonUS
A16075	57	AmazonUS
A16076	5	AmazonUS
A16080	94	AmazonUS
A16084	0	AmazonUS
A16085	56	AmazonUS
A16086	26	AmazonUS
A16089	73	AmazonUS
A16097	52	AmazonUS
A16102	0	AmazonUS
A16103	110	AmazonUS
A16118	6	AmazonUS
A16122	95	AmazonUS
A16137	5	AmazonUS
A16139	31	AmazonUS
A16141	42	AmazonUS
A16143	55	AmazonUS
A16164	39	AmazonUS
A16201	42	AmazonUS
A16202	24	AmazonUS
A16203	48	AmazonUS
A16212	0	AmazonUS
A16229	18	AmazonUS
A16230	72	AmazonUS
A16231	53	AmazonUS
A16254	101	AmazonUS
A16255	112	AmazonUS
A16259	62	AmazonUS
A16267	6	AmazonUS
A16271	16	AmazonUS
A16274	61	AmazonUS
A16276	44	AmazonUS
A16301	56	AmazonUS
A16302	76	AmazonUS
A16303	9	AmazonUS
A16315	0	AmazonUS
A16319	0	AmazonUS
A16322	146	AmazonUS
A16348	59	AmazonUS
A16349	0	AmazonUS
A16351	27	AmazonUS
A16354	61	AmazonUS
A16355	55	AmazonUS
A16356	50	AmazonUS
A16383	6	AmazonUS
A16393	71	AmazonUS
A16394	21	AmazonUS
A16395	98	AmazonUS
A16396	91	AmazonUS
A16397	76	AmazonUS
A16401	143	AmazonUS
A16408	99	AmazonUS
A16421	114	AmazonUS
A16422	29	AmazonUS
A16423	38	AmazonUS
A16462	52	AmazonUS
A16463	25	AmazonUS
A16464	75	AmazonUS
A16527	2	AmazonUS
A16529	0	AmazonUS
A16530	13	AmazonUS
A16537	2	AmazonUS
A16541	30	AmazonUS
A16553	49	AmazonUS
A16686	114	AmazonUS
A16687	76	AmazonUS
A16688	68	AmazonUS
A16695	95	AmazonUS
A16696	21	AmazonUS
A16697	47	AmazonUS
A16725	19	AmazonUS
A16800	75	AmazonUS
A16801	190	AmazonUS
A16834	48	AmazonUS
A16849	32	AmazonUS
A16850	25	AmazonUS
A16852	7	AmazonUS
A16903	34	AmazonUS
A16988	70	AmazonUS
A17005	124	AmazonUS
A17010	22	AmazonUS
A17018	148	AmazonUS
A17026	79	AmazonUS
A17028	35	AmazonUS
A17137	71	AmazonUS
A17165	6	AmazonUS
A17166	7	AmazonUS
A17193	144	AmazonUS
A17194	81	AmazonUS
A17195	0	AmazonUS
A17197	81	AmazonUS
A17205	0	AmazonUS
A17207	42	AmazonUS
A17217	155	AmazonUS
A17220	88	AmazonUS
A17263	135	AmazonUS
A17264	62	AmazonUS
A17265	106	AmazonUS
A17270	74	AmazonUS
A17271	101	AmazonUS
A17272	63	AmazonUS
A17273	112	AmazonUS
A17274	101	AmazonUS
A17275	39	AmazonUS
A17276	59	AmazonUS
A17281	127	AmazonUS
A17282	147	AmazonUS
A17283	109	AmazonUS
A17284	95	AmazonUS
A17292	152	AmazonUS
A17299	0	AmazonUS
A17305	60	AmazonUS
A17322	176	AmazonUS
A17362	0	AmazonUS
A17382	33	AmazonUS
A17382-19857-MYLRPK	-3	AmazonUS
A17392	68	AmazonUS
A17427	26	AmazonUS
A17428	75	AmazonUS
A17469	57	AmazonUS
A17470	110	AmazonUS
A17559	2	AmazonUS
A17561	0	AmazonUS
A17599	43	AmazonUS
A17601	135	AmazonUS
A17602	1	AmazonUS
A17607	61	AmazonUS
A17608	0	AmazonUS
A17609	89	AmazonUS
A17611	122	AmazonUS
A17612	54	AmazonUS
A17613	85	AmazonUS
A17614	119	AmazonUS
A17615	5	AmazonUS
A17616	47	AmazonUS
A17737	78	AmazonUS
A17738	16	AmazonUS
A17743	116	AmazonUS
A17744	198	AmazonUS
A17748	63	AmazonUS
A17750	28	AmazonUS
A17751	82	AmazonUS
A17752	199	AmazonUS
A17753	120	AmazonUS
A17754	65	AmazonUS
A17755	58	AmazonUS
A17797	182	AmazonUS
A17798	86	AmazonUS
A17799	311	AmazonUS
A17829	47	AmazonUS
A17839	56	AmazonUS
A17840	11	AmazonUS
A17841	5	AmazonUS
A17848	74	AmazonUS
A17852	43	AmazonUS
A17856	146	AmazonUS
A17859	131	AmazonUS
A17860	46	AmazonUS
A17868	0	AmazonUS
A17873	135	AmazonUS
A17874	100	AmazonUS
A17875	64	AmazonUS
A17883	0	AmazonUS
A17884	0	AmazonUS
A17886	3	AmazonUS
A17887	0	AmazonUS
A17890	62	AmazonUS
A17892	3	AmazonUS
A17893	63	AmazonUS
A17896	150	AmazonUS
A17898	0	AmazonUS
A17905	93	AmazonUS
A17909	64	AmazonUS
A17910	69	AmazonUS
A17911	102	AmazonUS
A17917	0	AmazonUS
A17927	76	AmazonUS
A17932	21	AmazonUS
A17934	65	AmazonUS
A17935	0	AmazonUS
A17939	71	AmazonUS
A17940	101	AmazonUS
A17941	71	AmazonUS
A17945	64	AmazonUS
A17947	82	AmazonUS
A17948	-1	AmazonUS
A17952	42	AmazonUS
A17961	231	AmazonUS
A17962	85	AmazonUS
A17963	115	AmazonUS
A17964	205	AmazonUS
A17966	8	AmazonUS
A17969	105	AmazonUS
A17971	131	AmazonUS
A17973	98	AmazonUS
A17974	77	AmazonUS
A17975	65	AmazonUS
A17981	0	AmazonUS
A17987	5	AmazonUS
A17989	31	AmazonUS
A17991	34	AmazonUS
A17993	38	AmazonUS
A17995	13	AmazonUS
A17996	30	AmazonUS
A17997	17	AmazonUS
A17999	28	AmazonUS
A18001	20	AmazonUS
A18002	59	AmazonUS
A18004	20	AmazonUS
A18005	31	AmazonUS
A18006	34	AmazonUS
A18007	14	AmazonUS
A18008	7	AmazonUS
A18010	29	AmazonUS
A18015	71	AmazonUS
A18018	87	AmazonUS
A18019	80	AmazonUS
A18020	50	AmazonUS
A18025	71	AmazonUS
A18026	68	AmazonUS
A18027	5	AmazonUS
A18028	92	AmazonUS
A18029	16	AmazonUS
A18029_2	0	AmazonUS
A18031	47	AmazonUS
A18033	128	AmazonUS
A18057	116	AmazonUS
A18061	111	AmazonUS
A18062	108	AmazonUS
A18065	50	AmazonUS
A18066	70	AmazonUS
A18069	55	AmazonUS
A18070	119	AmazonUS
A18072	104	AmazonUS
A18096	40	AmazonUS
A18097	42	AmazonUS
A18102	57	AmazonUS
A18105	94	AmazonUS
A18106	0	AmazonUS
A18111	0	AmazonUS
A18112	28	AmazonUS
A18113	43	AmazonUS
A18115	44	AmazonUS
A18116	45	AmazonUS
A18121	53	AmazonUS
A1812109	72	AmazonUS
A18122	0	AmazonUS
A18123	27	AmazonUS
A1812309	0	AmazonUS
A1812409	0	AmazonUS
A18125	60	AmazonUS
A18151	55	AmazonUS
A18154	21	AmazonUS
A18155	72	AmazonUS
A18156	108	AmazonUS
A18157	89	AmazonUS
A18162	201	AmazonUS
A18183	11	AmazonUS
A18184	23	AmazonUS
A18195	21	AmazonUS
A18219	1	AmazonUS
A18220	52	AmazonUS
A18226	54	AmazonUS
A18234	124	AmazonUS
A18274	54	AmazonUS
A18285	101	AmazonUS
A18286	101	AmazonUS
A18287	52	AmazonUS
A18298	132	AmazonUS
A18320	76	AmazonUS
A18322	64	AmazonUS
A18323	9	AmazonUS
A18327	72	AmazonUS
A18328	100	AmazonUS
A18329	72	AmazonUS
A18331	71	AmazonUS
A18356	12	AmazonUS
A18379	0	AmazonUS
A18385	119	AmazonUS
A18389	113	AmazonUS
A18393	56	AmazonUS
A18399	0	AmazonUS
A18410	85	AmazonUS
A18411	0	AmazonUS
A18419	0	AmazonUS
A18423	0	AmazonUS
A18429	102	AmazonUS
A18431	77	AmazonUS
A18435	137	AmazonUS
A18438	100	AmazonUS
A18446	28	AmazonUS
A18448	0	AmazonUS
A18539	47	AmazonUS
A18540	40	AmazonUS
A18541	49	AmazonUS
A18546	103	AmazonUS
A18554	42	AmazonUS
A18556	21	AmazonUS
A18581	105	AmazonUS
A18659	36	AmazonUS
A18661	3	AmazonUS
A18662	79	AmazonUS
A18693	39	AmazonUS
A18702	34	AmazonUS
A18729	88	AmazonUS
A18730	0	AmazonUS
A18732	67	AmazonUS
A18734	0	AmazonUS
A18735	81	AmazonUS
A18739	0	AmazonUS
A18741	0	AmazonUS
A18744	0	AmazonUS
A18746	0	AmazonUS
A18747	0	AmazonUS
A18748	0	AmazonUS
A18750	0	AmazonUS
A18751	0	AmazonUS
A18752	49	AmazonUS
A18754	0	AmazonUS
A18762	71	AmazonUS
A18783	95	AmazonUS
A1878309	45	AmazonUS
A18784	0	AmazonUS
A1878409	93	AmazonUS
A18785	65	AmazonUS
A18786	44	AmazonUS
A18787	27	AmazonUS
A1878709	4	AmazonUS
A18794	0	AmazonUS
A18796	108	AmazonUS
A18814	35	AmazonUS
A18885	45	AmazonUS
A18893	49	AmazonUS
A18894	12	AmazonUS
A18916	0	AmazonUS
A18917	0	AmazonUS
A18935	0	AmazonUS
A18944	79	AmazonUS
A18947	87	AmazonUS
A18948	0	AmazonUS
A18954	19	AmazonUS
A18958	111	AmazonUS
A18960	0	AmazonUS
A18962	0	AmazonUS
A18964	78	AmazonUS
A18968	59	AmazonUS
A18971	146	AmazonUS
A18982	101	AmazonUS
A18983	7	AmazonUS
A18984	43	AmazonUS
A18988	1	AmazonUS
A19001	251	AmazonUS
A19002	38	AmazonUS
A19032	0	AmazonUS
A19033	0	AmazonUS
A19034	147	AmazonUS
A19093	52	AmazonUS
A19107	0	AmazonUS
A19109	49	AmazonUS
A19110	36	AmazonUS
A19112	19	AmazonUS
A19114	32	AmazonUS
A19122	11	AmazonUS
A19131	167	AmazonUS
A19256	85	AmazonUS
A19262	100	AmazonUS
A19270	68	AmazonUS
A19272	44	AmazonUS
A1927209	0	AmazonUS
A193007	0	AmazonUS
A193008	0	AmazonUS
A19332	105	AmazonUS
A19336	117	AmazonUS
A19339	59	AmazonUS
A19343	0	AmazonUS
A19344	39	AmazonUS
A19345	109	AmazonUS
A19346	66	AmazonUS
A19347	118	AmazonUS
A19360	8	AmazonUS
A19406	82	AmazonUS
A19439	46	AmazonUS
A19448	33	AmazonUS
A19459	114	AmazonUS
A19460	27	AmazonUS
A19473	24	AmazonUS
A19474	27	AmazonUS
A19475	0	AmazonUS
A19476	0	AmazonUS
A19491	127	AmazonUS
A19501	48	AmazonUS
A19502	0	AmazonUS
A19523	107	AmazonUS
A19524	6	AmazonUS
A19528	11	AmazonUS
A19531	29	AmazonUS
A19533	0	AmazonUS
A19601	53	AmazonUS
A19614	0	AmazonUS
A19632	104	AmazonUS
A19633	360	AmazonUS
A19634	0	AmazonUS
A19635	201	AmazonUS
A19636	183	AmazonUS
A19637	251	AmazonUS
A19638	1	AmazonUS
A19639	14	AmazonUS
A19640	130	AmazonUS
A19641	173	AmazonUS
A19642	17	AmazonUS
A19644	92	AmazonUS
A19645	0	AmazonUS
A19649	263	AmazonUS
A19650	0	AmazonUS
A19651	0	AmazonUS
A19652	164	AmazonUS
A19656	144	AmazonUS
A19657	54	AmazonUS
A19658	166	AmazonUS
A19659	171	AmazonUS
A19660	42	AmazonUS
A19661	63	AmazonUS
A19662	0	AmazonUS
A19663	0	AmazonUS
A19664	0	AmazonUS
A19665	0	AmazonUS
A19666	60	AmazonUS
A19667	93	AmazonUS
A19668	0	AmazonUS
A19669	0	AmazonUS
A19671	284	AmazonUS
A19693	58	AmazonUS
A19697	368	AmazonUS
A19698	235	AmazonUS
A19699	432	AmazonUS
A19702	327	AmazonUS
A19703	358	AmazonUS
A19704	388	AmazonUS
A19705	335	AmazonUS
A19706	375	AmazonUS
A19707	225	AmazonUS
A19708	102	AmazonUS
A19710	177	AmazonUS
A19712	142	AmazonUS
A19713	251	AmazonUS
A19714	85	AmazonUS
A19715	0	AmazonUS
A19716	0	AmazonUS
A19717	194	AmazonUS
A19718	0	AmazonUS
A19719	88	AmazonUS
A19720	8	AmazonUS
A19721	15	AmazonUS
A19722	250	AmazonUS
A19723	100	AmazonUS
A19734	0	AmazonUS
A19735	0	AmazonUS
A19736	302	AmazonUS
A19738	208	AmazonUS
A19739	0	AmazonUS
A19740	151.8	AmazonUS
A19792	84	AmazonUS
A19809	126	AmazonUS
A19810	82	AmazonUS
A19811	18	AmazonUS
A1981109	108	AmazonUS
A19813	48	AmazonUS
A19814	0	AmazonUS
A1981409	94	AmazonUS
A19816	0	AmazonUS
A19823	29	AmazonUS
A19824	27	AmazonUS
A19825	90	AmazonUS
A19855	38	AmazonUS
A19857	44	AmazonUS
A19858	61	AmazonUS
A19879	100	AmazonUS
A19880	63	AmazonUS
A19885	133	AmazonUS
A19897	42	AmazonUS
A19909	199	AmazonUS
A19912	68	AmazonUS
A19920	60	AmazonUS
A19921	183	AmazonUS
A19925	19	AmazonUS
A19926	46	AmazonUS
A19928	45	AmazonUS
A19929	1	AmazonUS
A19930	59	AmazonUS
A19931	76	AmazonUS
A19933	35	AmazonUS
A19934	0	AmazonUS
A19935	0	AmazonUS
A19937	0	AmazonUS
A19938	0	AmazonUS
A19939	28	AmazonUS
A19941	113	AmazonUS
A19944	49	AmazonUS
A19945	0	AmazonUS
A199470	0	AmazonUS
A19949	68	AmazonUS
A19950	108	AmazonUS
A19951	123	AmazonUS
A19952	92	AmazonUS
A19953	9	AmazonUS
A19954	113	AmazonUS
A19955	117	AmazonUS
A19956	38	AmazonUS
A19958	83	AmazonUS
A19959	174	AmazonUS
A19960	31	AmazonUS
A19961	111	AmazonUS
A19963	0	AmazonUS
A19993	84	AmazonUS
A199973.03	0	AmazonUS
A199973.05	0	AmazonUS
A199973.08	0	AmazonUS
A199973.09	0	AmazonUS
A199973.105	0	AmazonUS
A199973.27	-3	AmazonUS
A199973.40	0	AmazonUS
A20000	52	AmazonUS
A20007	16	AmazonUS
A20010	67	AmazonUS
A20011	0	AmazonUS
A20012	12	AmazonUS
A20013	19	AmazonUS
A20016	94	AmazonUS
A20020	136	AmazonUS
A20022	144	AmazonUS
A20025	0	AmazonUS
A20027	0	AmazonUS
A20047	40	AmazonUS
A20053	191	AmazonUS
A20056	82	AmazonUS
A20065	0	AmazonUS
A2006509	29	AmazonUS
A20067	56	AmazonUS
A20077	87	AmazonUS
A20080	0	AmazonUS
A20081	27	AmazonUS
A20084	22	AmazonUS
A201080	21	AmazonUS
A20167	0	AmazonUS
A20171	0	AmazonUS
A20172	0	AmazonUS
A20173	185	AmazonUS
A20175	10	AmazonUS
A20176	20	AmazonUS
A20177	24	AmazonUS
A20180	145	AmazonUS
A20184	88	AmazonUS
A20220	11	AmazonUS
A20245	24	AmazonUS
A20247	0	AmazonUS
A20253	10	AmazonUS
A20255	20	AmazonUS
A20258	0	AmazonUS
A20260	0	AmazonUS
A20261	51	AmazonUS
A20264	120	AmazonUS
A20273	96	AmazonUS
A20277	0	AmazonUS
A20281	0	AmazonUS
A20282	0	AmazonUS
A20295	0	AmazonUS
A20306	28	AmazonUS
A20308	64	AmazonUS
A20309	44	AmazonUS
A20385	0	AmazonUS
A20417	106	AmazonUS
A20428	42	AmazonUS
A20483	0	AmazonUS
A205030	135	AmazonUS
A2050309	53	AmazonUS
A20504	76	AmazonUS
A205060	111	AmazonUS
A20550	85	AmazonUS
A20553	42	AmazonUS
A20557	605	AmazonUS
A20558	3	AmazonUS
A20560	0	AmazonUS
A20562	118	AmazonUS
A20564	88	AmazonUS
A20566	53	AmazonUS
A20568	1	AmazonUS
A20571	61	AmazonUS
A20572	58	AmazonUS
A20573	106	AmazonUS
A20574	101	AmazonUS
A20576	431	AmazonUS
A20584	1433	AmazonUS
A20585	595	AmazonUS
A20592	627	AmazonUS
A20595	584	AmazonUS
A20596	94	AmazonUS
A20597	371	AmazonUS
A20607	108	AmazonUS
A20608	72	AmazonUS
A20609	50	AmazonUS
A20611	35	AmazonUS
A20664	22	AmazonUS
A206802	0	AmazonUS
A20705	102	AmazonUS
A20706	101	AmazonUS
A20707	58	AmazonUS
A20711	32	AmazonUS
A20715	129	AmazonUS
A20724	101	AmazonUS
A20725	73	AmazonUS
A20755	137	AmazonUS
A20757	100	AmazonUS
A20763	94	AmazonUS
A20765	0	AmazonUS
A20776	23	AmazonUS
A20782	96	AmazonUS
A20791	3	AmazonUS
A20793	119	AmazonUS
A20813	55	AmazonUS
A20820	17	AmazonUS
A20825	148	AmazonUS
A20846	56	AmazonUS
A20853	172	AmazonUS
A20854	171	AmazonUS
A20856	142	AmazonUS
A20896	0	AmazonUS
A20933	0	AmazonUS
A20934	121	AmazonUS
A20937	0	AmazonUS
A20938	23	AmazonUS
A20939	107	AmazonUS
A20940	65	AmazonUS
A20941	0	AmazonUS
A20948	5	AmazonUS
A20952	54	AmazonUS
A20969	92	AmazonUS
A20976	0	AmazonUS
A20979	150	AmazonUS
A20990	29	AmazonUS
A21000	90	AmazonUS
A21112	85	AmazonUS
A21123	136	AmazonUS
A21147	195	AmazonUS
A21151	39	AmazonUS
A21155	127	AmazonUS
A21162	0	AmazonUS
A21168	58	AmazonUS
A21170	100	AmazonUS
A21173	72	AmazonUS
A21178	32	AmazonUS
A21191	63	AmazonUS
A21201	82	AmazonUS
A21203	47	AmazonUS
A21213	100	AmazonUS
A21214	56	AmazonUS
A21218	135	AmazonUS
A21225	50	AmazonUS
A21228	42	AmazonUS
A21229	86	AmazonUS
A21230	36	AmazonUS
A21258	38	AmazonUS
A21272	40	AmazonUS
A21283	56	AmazonUS
A21287	51	AmazonUS
A21291	93	AmazonUS
A21298	53	AmazonUS
A21299	83	AmazonUS
A21304	7	AmazonUS
A21308	53	AmazonUS
A21310	26	AmazonUS
A21315	61	AmazonUS
A21318	54	AmazonUS
A21331	94	AmazonUS
A21333	58	AmazonUS
A21334	78	AmazonUS
A21336	72	AmazonUS
A21337	13	AmazonUS
A21338	0	AmazonUS
A21339	63	AmazonUS
A21340	0	AmazonUS
A21342	52	AmazonUS
A21343	0	AmazonUS
A21344	95	AmazonUS
A21346	60	AmazonUS
A21347	117	AmazonUS
A21349	92	AmazonUS
A21384	40	AmazonUS
A21405	59	AmazonUS
A21419	90	AmazonUS
A21431	114	AmazonUS
A21441	0	AmazonUS
A21442	0	AmazonUS
A21443	13	AmazonUS
A21449	182	AmazonUS
A21451	0	AmazonUS
A21452	0	AmazonUS
A21454	146	AmazonUS
A21471	53	AmazonUS
A21483	115	AmazonUS
A21487	98	AmazonUS
A21522	75	AmazonUS
A21534	13	AmazonUS
A21545	418	AmazonUS
A21566	334	AmazonUS
A21662	100	AmazonUS
A21662_2	0	AmazonUS
A21671	5	AmazonUS
A21685	54	AmazonUS
A21687	81	AmazonUS
A21688	115	AmazonUS
A21705	102	AmazonUS
A21706	133	AmazonUS
A21707	75	AmazonUS
A21708	32	AmazonUS
A21713	149	AmazonUS
A21716	51	AmazonUS
A21724	113	AmazonUS
A21725	94	AmazonUS
A21726	97	AmazonUS
A21727	95	AmazonUS
A21728	100	AmazonUS
A21735	85	AmazonUS
A21737	76	AmazonUS
A21740	21	AmazonUS
A21742	125	AmazonUS
A21743	106	AmazonUS
A21748	51	AmazonUS
A21751	112	AmazonUS
A21753	57	AmazonUS
A21755	50	AmazonUS
A21760	54	AmazonUS
A21764	106	AmazonUS
A21840	91	AmazonUS
A21842	196	AmazonUS
A21843	74	AmazonUS
A21844	90	AmazonUS
A21927	87	AmazonUS
A21932	100	AmazonUS
A21933	91	AmazonUS
A21937	133	AmazonUS
A21939	78	AmazonUS
A21940	65	AmazonUS
A21943	2	AmazonUS
A21945	53	AmazonUS
A21947	12	AmazonUS
A21948	0	AmazonUS
A21949	150	AmazonUS
A21950	121	AmazonUS
A21951	31	AmazonUS
A21952	50	AmazonUS
A21953	107	AmazonUS
A21954	7	AmazonUS
A21956	47	AmazonUS
A21958	98	AmazonUS
A21960	133	AmazonUS
A21961	1	AmazonUS
A21962	14	AmazonUS
A21963	129	AmazonUS
A21964	51	AmazonUS
A21965	0	AmazonUS
A21966	0	AmazonUS
A21967	118	AmazonUS
A21969	154	AmazonUS
A21970	92	AmazonUS
A21971	43	AmazonUS
A21973	0	AmazonUS
A21975	50	AmazonUS
A21976	70	AmazonUS
A21978	0	AmazonUS
A21980	25	AmazonUS
A21982	74	AmazonUS
A21984	99	AmazonUS
A21986	0	AmazonUS
A21988	61	AmazonUS
A21989	56	AmazonUS
A21991	77	AmazonUS
A21992	57	AmazonUS
A21994	87	AmazonUS
A21997	22	AmazonUS
A21998	0	AmazonUS
A22000	57	AmazonUS
A22001	63	AmazonUS
A22002	148	AmazonUS
A22003	112	AmazonUS
A22004	111	AmazonUS
A22005	117	AmazonUS
A22006	18	AmazonUS
A22007	100	AmazonUS
A22008	0	AmazonUS
A22009	105	AmazonUS
A22011	96	AmazonUS
A22012	86	AmazonUS
A22014	85	AmazonUS
A22015	0	AmazonUS
A22017	242	AmazonUS
A22020	74	AmazonUS
A22021	0	AmazonUS
A22022	0	AmazonUS
A22023	9	AmazonUS
A22025	23	AmazonUS
A22026	58	AmazonUS
A22033	28	AmazonUS
A220508	0	AmazonUS
A220524	0	AmazonUS
A220524_2	0	AmazonUS
A220524_3	0	AmazonUS
A22065	0	AmazonUS
A22066	57	AmazonUS
A22067	82	AmazonUS
A22068	106	AmazonUS
A22069	65	AmazonUS
A22070	129	AmazonUS
A22071	63	AmazonUS
A22072	64	AmazonUS
A22073	96	AmazonUS
A22076	163	AmazonUS
A22086	71	AmazonUS
A22096	51	AmazonUS
A22106	58	AmazonUS
A22107	50	AmazonUS
A22108	96	AmazonUS
A22109	68	AmazonUS
A22110	101	AmazonUS
A22111	0	AmazonUS
A22112	17	AmazonUS
A22113	109	AmazonUS
A22114	0	AmazonUS
A22115	73	AmazonUS
A22116	11	AmazonUS
A22117	54	AmazonUS
A22118	69	AmazonUS
A22119	61	AmazonUS
A22120	116	AmazonUS
A22121	116	AmazonUS
A22122	0	AmazonUS
A22123	57	AmazonUS
A22124	39	AmazonUS
A22125	100	AmazonUS
A22126	60	AmazonUS
A22127	0	AmazonUS
A22128	20	AmazonUS
A22129	101	AmazonUS
A22131	25	AmazonUS
A22132	176	AmazonUS
A22133	106	AmazonUS
A22134	112	AmazonUS
A22135	137	AmazonUS
A22136	0	AmazonUS
A22137	140	AmazonUS
A22138	124	AmazonUS
A22139	70	AmazonUS
A22140	9	AmazonUS
A22141	0	AmazonUS
A22143	106	AmazonUS
A22144	94	AmazonUS
A22147	36	AmazonUS
A22148	9	AmazonUS
A22231	20	AmazonUS
A22234	0	AmazonUS
A22239	28	AmazonUS
A22242	45	AmazonUS
A22260	0	AmazonUS
A22261	25	AmazonUS
A22263	24	AmazonUS
A22264	0	AmazonUS
A22266	7	AmazonUS
A22279	21	AmazonUS
A22280	8	AmazonUS
A22281	29	AmazonUS
A22283	72	AmazonUS
A22284	23	AmazonUS
A22286	22	AmazonUS
A22293	130	AmazonUS
A22301	38	AmazonUS
A22302	26	AmazonUS
A22304	56	AmazonUS
A22305	163	AmazonUS
A22306	67	AmazonUS
A22308	0	AmazonUS
A22310	82	AmazonUS
A22311	49	AmazonUS
A22312	54	AmazonUS
A22319	0	AmazonUS
A22321	41	AmazonUS
A22322	90	AmazonUS
A22324	80	AmazonUS
A22338	30	AmazonUS
A22344	18	AmazonUS
A22346	55	AmazonUS
A22347	0	AmazonUS
A22348	0	AmazonUS
A22351	126	AmazonUS
A22354	15	AmazonUS
A22355	13	AmazonUS
A22356	70	AmazonUS
A22357	0	AmazonUS
A22358	2	AmazonUS
A22361	21	AmazonUS
A22374	26	AmazonUS
A22376	24	AmazonUS
A22386	6	AmazonUS
A22390	110	AmazonUS
A22391	0	AmazonUS
A22392	0	AmazonUS
A22397	128	AmazonUS
A22398	107	AmazonUS
A224501.40	0	AmazonUS
A22547	188	AmazonUS
A22716	30	AmazonUS
A22717	20	AmazonUS
A22718	0	AmazonUS
A22727	0	AmazonUS
A22729	0	AmazonUS
A22734	0	AmazonUS
A22743	0	AmazonUS
A22747	64	AmazonUS
A22750	2	AmazonUS
A22753	42	AmazonUS
A22754	0	AmazonUS
A22755	2	AmazonUS
A22757	110	AmazonUS
A22758	14	AmazonUS
A22764	98	AmazonUS
A22766	107	AmazonUS
A22768	92	AmazonUS
A22769	52	AmazonUS
A22775	0	AmazonUS
A22782	96	AmazonUS
A22785	0	AmazonUS
A22787	0	AmazonUS
A22789	0	AmazonUS
A22790	0	AmazonUS
A22793	0	AmazonUS
A22795	0	AmazonUS
A22796	0	AmazonUS
A22797	0	AmazonUS
A22803	23	AmazonUS
A22806	0	AmazonUS
A22807	95	AmazonUS
A22809	54	AmazonUS
A22810	110	AmazonUS
A22815	96	AmazonUS
A22836	0	AmazonUS
A22839	0	AmazonUS
A22842	38	AmazonUS
A22843	0	AmazonUS
A22844	115	AmazonUS
A22846	66	AmazonUS
A22848	69	AmazonUS
A22854	58	AmazonUS
A22855	0	AmazonUS
A22859	0	AmazonUS
A22861	0	AmazonUS
A22888	106	AmazonUS
A22889	14	AmazonUS
A22890	180	AmazonUS
A22904	12	AmazonUS
A22915	125	AmazonUS
A22916	137	AmazonUS
A22918	50	AmazonUS
A23003	107	AmazonUS
A23021	134	AmazonUS
A23040	79	AmazonUS
A23042	54	AmazonUS
A23043	80	AmazonUS
A23044	33	AmazonUS
A23047	130	AmazonUS
A23049	113	AmazonUS
A23050	28	AmazonUS
A23066	162	AmazonUS
A23071	57	AmazonUS
A23072	52	AmazonUS
A23073	115	AmazonUS
A23081	198	AmazonUS
A23082	237	AmazonUS
A23088	162	AmazonUS
A23089	191	AmazonUS
A23090	187	AmazonUS
A23093	10660	AmazonUS
A23201	109	AmazonUS
A23202	26	AmazonUS
A23203	69	AmazonUS
A23204	73	AmazonUS
A23205	23	AmazonUS
A23206	19	AmazonUS
A23207	59	AmazonUS
A23208	57	AmazonUS
A23210	9	AmazonUS
A23211	0	AmazonUS
A23214	166	AmazonUS
A23215	72	AmazonUS
A23216	147	AmazonUS
A23218	0	AmazonUS
A23219	110	AmazonUS
A23220	0	AmazonUS
A23223	17	AmazonUS
A23226	46	AmazonUS
A23228	80	AmazonUS
A23229	0	AmazonUS
A23230	0	AmazonUS
A23231	0	AmazonUS
A23232	125	AmazonUS
A23233	24	AmazonUS
A23234	112	AmazonUS
